d1,d2,type,split,Neg samples
DB08897,DB00387,1,DB01053$h
DB08897,DB00332,1,DB00349$t
DB08897,DB00517,1,DB03793$t
DB08897,DB00209,1,DB13025$h
DB08897,DB01338,1,DB00973$t
DB08897,DB09300,1,DB00598$t
DB08897,DB00340,1,DB01191$h
DB08897,DB00908,1,DB06282$t
DB08897,DB00804,1,DB00655$h
DB00283,DB00752,1,DB08943$t
DB08897,DB00967,1,DB00282$h
DB00283,DB09245,1,DB00899$h
DB08897,DB00572,1,DB01057$t
DB13595,DB00635,2,DB00648$t
DB13595,DB00596,2,DB00335$h
DB13595,DB00741,2,DB06243$h
DB13595,DB00223,2,DB01401$h
DB13595,DB01380,2,DB09118$h
DB13595,DB00324,2,DB01063$h
DB13595,DB00394,2,DB09093$h
DB13595,DB01047,2,DB00450$h
DB00252,DB06144,3,DB11609$h
DB01174,DB00231,3,DB00493$h
DB01174,DB04930,3,DB00934$h
DB00252,DB00332,3,DB00855$h
DB01174,DB01186,3,DB00408$h
DB01174,DB11581,3,DB06589$h
DB01174,DB09082,3,DB01116$h
DB00252,DB05541,3,DB05015$h
DB01174,DB00822,3,DB08808$h
DB01174,DB01274,3,DB03619$h
DB01174,DB00222,3,DB00341$h
DB01174,DB01065,3,DB00636$h
DB01174,DB01263,3,DB00229$h
DB00252,DB00346,3,DB08933$t
DB00252,DB01103,3,DB01601$h
DB01174,DB01087,3,DB01260$h
DB00252,DB01156,3,DB00652$h
DB01174,DB06144,3,DB11609$h
DB01174,DB08910,3,DB00559$h
DB01174,DB09389,3,DB00504$h
DB00252,DB06203,3,DB01263$h
DB01174,DB01074,3,DB01296$h
DB01174,DB09227,3,DB09230$h
DB01174,DB11613,3,DB00569$h
DB00252,DB01179,3,DB00351$h
DB01174,DB01095,3,DB00486$t
DB01174,DB04572,3,DB00769$h
DB00252,DB01006,3,DB11148$h
DB01174,DB00842,3,DB01440$h
DB01174,DB01179,3,DB00681$h
DB01174,DB00201,3,DB01296$h
DB00252,DB00983,3,DB01140$h
DB01174,DB00688,3,DB00297$h
DB00252,DB00184,3,DB01043$h
DB00252,DB00749,3,DB00629$h
DB01174,DB09230,3,DB00671$h
DB01174,DB09232,3,DB00271$h
DB01174,DB09235,3,DB13450$h
DB01174,DB00877,3,DB00296$h
DB01174,DB05541,3,DB01406$h
DB01174,DB00758,3,DB09323$h
DB01174,DB06209,3,DB06709$h
DB01174,DB06203,3,DB05265$h
DB00252,DB04846,3,DB01397$h
DB01174,DB00091,3,DB00437$h
DB01174,DB01256,3,DB05039$h
DB01174,DB00309,3,DB09543$h
DB00252,DB00193,3,DB00338$h
DB00252,DB00755,3,DB00237$t
DB01174,DB00788,3,DB01064$h
DB01174,DB00783,3,DB00281$h
DB00252,DB00758,3,DB06616$h
DB00252,DB00571,3,DB01215$h
DB00252,DB11613,3,DB00896$h
DB00252,DB01392,3,DB00276$h
DB00252,DB01151,3,DB01289$h
DB01174,DB06237,3,DB11636$h
DB01174,DB01221,3,DB06335$h
DB01174,DB01131,3,DB04894$h
DB01174,DB01138,3,DB04840$h
DB00252,DB01380,3,DB00757$h
DB00252,DB01142,3,DB06781$h
DB00252,DB06700,3,DB00698$t
DB01220,DB01174,3,DB01611$h
DB01174,DB00321,3,DB00573$h
DB01174,DB00324,3,DB01600$h
DB00252,DB00778,3,DB00814$h
DB01174,DB00749,3,DB06228$h
DB01174,DB01129,3,DB01184$h
DB00252,DB00554,3,DB00843$h
DB00252,DB00943,3,DB01007$h
DB00252,DB11828,3,DB00662$h
DB01174,DB00332,3,DB00806$h
DB01174,DB00755,3,DB12278$h
DB01174,DB03756,3,DB06786$t
DB01174,DB01248,3,DB00330$h
DB00252,DB01149,3,DB00338$h
DB01174,DB00987,3,DB00754$h
DB01174,DB00983,3,DB06826$h
DB01174,DB01392,3,DB00931$h
DB00252,DB03756,3,DB09153$h
DB00252,DB01129,3,DB00541$h
DB00252,DB06654,3,DB11737$h
DB00252,DB00688,3,DB00839$h
DB01174,DB01015,3,DB01333$h
DB01174,DB01544,3,DB00753$h
DB01174,DB00346,3,DB01612$h
DB01174,DB00344,3,DB00864$h
DB01174,DB00184,3,DB08994$h
DB01174,DB01103,3,DB00927$h
DB00252,DB00222,3,DB01089$h
DB00252,DB01065,3,DB01331$h
DB00252,DB11581,3,DB00842$h
DB01174,DB01218,3,DB00384$h
DB01174,DB00193,3,DB00658$h
DB01174,DB00778,3,DB00377$h
DB01174,DB01006,3,DB00898$h
DB01174,DB01008,3,DB00398$h
DB01174,DB00818,3,DB02659$h
DB00252,DB01274,3,DB00763$h
DB00252,DB01186,3,DB09146$h
DB00252,DB11575,3,DB00334$h
DB00252,DB06268,3,DB01070$h
DB01174,DB00943,3,DB01047$h
DB00252,DB00818,3,DB00374$h
DB00252,DB00736,3,DB09212$h
DB01174,DB04846,3,DB00852$h
DB01174,DB01380,3,DB13025$h
DB00252,DB00201,3,DB00949$h
DB00252,DB01248,3,DB09324$h
DB00252,DB01242,3,DB00399$h
DB00252,DB09297,3,DB09112$h
