d1,d2,type,split,Neg samples
DB01600,DB00460,0,DB01588$t
DB11630,DB00460,0,DB00215$t
DB01878,DB00460,0,DB00778$t
DB08897,DB11315,1,DB01251$h
DB08897,DB00424,1,DB06282$h
DB08897,DB00732,1,DB00793$h
DB08897,DB01409,1,DB00298$h
DB00517,DB06148,1,DB01182$t
DB00283,DB01247,1,DB06717$h
DB00387,DB06148,1,DB01084$t
DB08897,DB01090,1,DB00780$h
DB08897,DB00940,1,DB00891$h
DB08897,DB00782,1,DB01069$t
DB00283,DB00614,1,DB00301$h
DB08897,DB12278,1,DB01144$t
DB08897,DB06148,1,DB00947$h
DB00283,DB09244,1,DB00242$t
DB00340,DB06148,1,DB00671$h
DB08897,DB01036,1,DB01606$h
DB08897,DB06702,1,DB08881$t
DB08897,DB01339,1,DB01220$h
DB00283,DB00805,1,DB01319$h
DB00283,DB01171,1,DB08867$t
DB08897,DB00986,1,DB06825$h
DB01338,DB06148,1,DB01083$h
DB08897,DB00219,1,DB09067$h
DB08897,DB00747,1,DB01242$h
DB00332,DB06148,1,DB00954$h
DB00283,DB01168,1,DB09218$h
DB08897,DB01199,1,DB00314$h
DB08897,DB00670,1,DB01221$t
DB08897,DB00462,1,DB00700$h
DB08897,DB01116,1,DB00679$h
DB00283,DB01367,1,DB08958$t
DB09300,DB06148,1,DB00444$t
DB08897,DB01591,1,DB00374$t
DB08897,DB00376,1,DB00673$h
DB00804,DB06148,1,DB00742$t
DB08897,DB00657,1,DB00906$h
DB08897,DB00809,1,DB00497$h
DB00283,DB00182,1,DB01016$t
DB08897,DB00979,1,DB01602$h
DB00283,DB01626,1,DB05521$t
DB08897,DB00810,1,DB00500$h
DB00209,DB06148,1,DB01624$h
DB00283,DB00780,1,DB00354$t
DB08897,DB00483,1,DB08967$t
DB00572,DB06148,1,DB11239$t
DB08897,DB00245,1,DB01206$h
DB08897,DB01173,1,DB00608$t
DB00908,DB06148,1,DB00433$t
DB08897,DB01062,1,DB05381$h
DB08897,DB01337,1,DB01303$t
DB08897,DB00496,1,DB01122$h
DB00283,DB01037,1,DB01191$h
DB08897,DB00392,1,DB00559$h
DB00967,DB06148,1,DB00254$h
DB00283,DB09241,1,DB00964$t
DB13595,DB00591,2,DB08808$h
DB13595,DB00896,2,DB00401$h
DB13595,DB00443,2,DB00387$t
DB13595,DB06786,2,DB11609$h
DB13595,DB06781,2,DB00254$h
DB13595,DB01130,2,DB09009$h
DB13595,DB00663,2,DB11079$h
DB13595,DB00846,2,DB06738$h
DB13595,DB00240,2,DB06203$h
DB13595,DB00620,2,DB00338$h
DB13595,DB00838,2,DB00545$h
DB13595,DB00288,2,DB08804$h
DB13595,DB00959,2,DB01227$h
DB13595,DB00655,2,DB06694$h
DB13595,DB00873,2,DB00247$t
DB13595,DB08970,2,DB01233$h
DB13595,DB08971,2,DB00855$h
DB13595,DB01260,2,DB01050$h
DB13595,DB01013,2,DB06781$h
DB13595,DB11921,2,DB01355$h
DB13595,DB08905,2,DB01416$h
DB13595,DB00764,2,DB01039$h
DB13595,DB00687,2,DB05381$h
DB13595,DB00547,2,DB09065$t
DB13595,DB01222,2,DB00988$h
DB13595,DB01384,2,DB00316$h
DB13595,DB01708,2,DB09198$h
DB13595,DB09095,2,DB01413$t
DB13595,DB09091,2,DB06216$h
DB13595,DB02187,2,DB00983$h
DB13595,DB00588,2,DB01220$h
DB13595,DB00860,2,DB00710$h
DB13595,DB00180,2,DB08828$t
DB13595,DB13158,2,DB00773$h
DB13595,DB04574,2,DB00479$h
DB13595,DB01410,2,DB00653$h
DB13595,DB08906,2,DB06794$h
DB13595,DB01234,2,DB00188$t
DB13595,DB00253,2,DB00690$h
DB00252,DB00199,3,DB00239$h
DB00252,DB08877,3,DB09270$t
DB01174,DB00835,3,DB11256$h
DB01174,DB00836,3,DB00292$h
DB01174,DB01409,3,DB00726$h
DB01174,DB00904,3,DB00284$h
DB01174,DB00907,3,DB00316$h
DB01174,DB00906,3,DB09330$h
DB00252,DB00759,3,DB00370$h
DB00252,DB00481,3,DB04571$h
DB01220,DB00682,3,DB03754$h
DB00252,DB00567,3,DB00457$h
DB00252,DB08893,3,DB00820$h
DB00252,DB00177,3,DB01575$h
DB01174,DB01435,3,DB09015$h
DB00252,DB06145,3,DB01586$h
DB01174,DB01183,3,DB09268$h
DB00252,DB00757,3,DB00380$h
DB01220,DB00849,3,DB01627$h
DB00252,DB00724,3,DB01093$h
DB00252,DB00794,3,DB00227$h
DB00252,DB00796,3,DB00540$h
DB01174,DB00589,3,DB00335$h
DB01174,DB00588,3,DB09230$h
DB01174,DB00234,3,DB00471$h
DB01174,DB00584,3,DB00289$h
DB01174,DB00238,3,DB00631$h
DB00252,DB00665,3,DB01369$h
DB01174,DB04938,3,DB05109$h
DB01174,DB01050,3,DB00256$h
DB01174,DB01588,3,DB01162$h
DB01174,DB01054,3,DB00630$h
DB00252,DB00925,3,DB00959$h
DB00252,DB00924,3,DB00683$h
DB00252,DB00575,3,DB11660$h
DB00252,DB00337,3,DB00936$h
DB01174,DB01708,3,DB00517$t
DB01174,DB01184,3,DB00861$h
DB00252,DB00471,3,DB06706$h
DB00252,DB01424,3,DB00686$h
DB00252,DB00248,3,DB00323$h
DB00252,DB00240,3,DB00795$h
DB00252,DB00246,3,DB09060$h
DB00252,DB00245,3,DB01406$h
DB01437,DB01418,3,DB01108$h
DB01174,DB12332,3,DB01597$h
DB01437,DB00946,3,DB01039$h
DB01174,DB01192,3,DB00477$h
DB00252,DB01394,3,DB01580$h
DB01174,DB00829,3,DB00202$t
DB00252,DB00477,3,DB06414$h
DB01174,DB00918,3,DB06800$t
DB01174,DB00912,3,DB00485$h
DB01174,DB00910,3,DB05381$h
DB01174,DB00911,3,DB06689$h
DB00252,DB00701,3,DB00867$h
DB01174,DB00356,3,DB01205$h
DB00252,DB00889,3,DB00333$h
DB00252,DB12161,3,DB01013$h
DB01220,DB00474,3,DB11235$h
DB01174,DB08906,3,DB04840$t
DB00252,DB06155,3,DB00704$h
DB01174,DB00136,3,DB13879$h
DB00252,DB00700,3,DB08976$h
DB00252,DB00371,3,DB00380$h
DB00252,DB01435,3,DB06589$h
DB01174,DB06694,3,DB09060$h
DB00252,DB00647,3,DB06697$h
DB01174,DB00224,3,DB00817$h
DB01174,DB00227,3,DB01170$h
DB01174,DB00220,3,DB01093$h
DB01174,DB01200,3,DB01330$h
DB00252,DB00655,3,DB04861$h
DB00252,DB06292,3,DB06594$h
DB00252,DB06777,3,DB00219$h
DB00252,DB06770,3,DB01015$h
DB00252,DB06772,3,DB06791$h
DB01174,DB01067,3,DB08908$h
DB01174,DB01069,3,DB06777$h
DB01174,DB01068,3,DB01297$h
DB01174,DB01261,3,DB09041$h
DB00252,DB00433,3,DB01326$h
DB00252,DB08798,3,DB04846$h
DB00252,DB08931,3,DB01586$h
DB00252,DB00347,3,DB04844$h
DB01174,DB06712,3,DB00350$h
DB01174,DB12267,3,DB00889$h
DB01174,DB08439,3,DB06218$h
DB01174,DB06710,3,DB06689$h
DB00252,DB00502,3,DB06441$h
DB00252,DB01105,3,DB00153$h
DB00252,DB01100,3,DB04868$h
DB01174,DB01177,3,DB00328$h
DB01174,DB01319,3,DB00176$t
DB01174,DB01085,3,DB01403$h
DB00252,DB01216,3,DB06820$h
DB01174,DB00850,3,DB05351$h
DB01174,DB00857,3,DB00394$h
DB00252,DB11921,3,DB01241$h
DB00252,DB01628,3,DB01026$h
DB00252,DB00497,3,DB09067$h
DB00252,DB01154,3,DB01603$h
DB01174,DB09090,3,DB08802$h
DB00252,DB00584,3,DB00697$h
DB00252,DB00589,3,DB00410$t
DB00252,DB01621,3,DB00688$h
DB00252,DB00588,3,DB00278$h
DB00252,DB06016,3,DB00675$h
DB01174,DB08931,3,DB01329$h
DB00252,DB00499,3,DB01132$h
DB01174,DB01558,3,DB01210$h
DB01174,DB01589,3,DB00662$h
DB01174,DB11915,3,DB01340$h
DB01174,DB08918,3,DB06813$h
DB01220,DB00794,3,DB04572$h
DB01220,DB00266,3,DB00859$h
DB01174,DB00455,3,DB00700$h
DB01174,DB00451,3,DB00527$h
DB01174,DB01396,3,DB01127$t
DB01174,DB00458,3,DB01406$h
DB01174,DB01394,3,DB01135$h
DB01220,DB00312,3,DB00826$h
DB01174,DB00213,3,DB00142$h
DB01174,DB00215,3,DB00801$h
DB01174,DB00214,3,DB00080$h
DB01174,DB00216,3,DB01406$h
DB00252,DB05351,3,DB01096$h
DB01174,DB01410,3,DB01591$h
DB01174,DB00694,3,DB00577$h
DB01174,DB00696,3,DB08804$h
DB01174,DB00690,3,DB06287$h
DB00252,DB06742,3,DB04572$h
DB01174,DB01072,3,DB00551$h
DB01174,DB01076,3,DB00677$h
DB01174,DB01075,3,DB00976$h
DB01174,DB01551,3,DB09286$h
DB01174,DB00678,3,DB11575$h
DB01174,DB00675,3,DB09241$t
DB01174,DB00674,3,DB00498$h
DB01174,DB00673,3,DB11156$h
DB01174,DB00672,3,DB01294$t
DB00252,DB00426,3,DB06819$h
DB01220,DB01351,3,DB00783$h
DB01174,DB01009,3,DB00126$h
DB01220,DB01355,3,DB00226$h
DB01174,DB12483,3,DB00559$h
DB01174,DB00248,3,DB00169$h
DB00252,DB00356,3,DB01058$h
DB00252,DB00359,3,DB06401$h
DB01174,DB11614,3,DB00846$h
DB01174,DB01418,3,DB00246$h
DB00252,DB01296,3,DB01033$h
DB00252,DB01355,3,DB09054$h
DB00252,DB00514,3,DB00232$h
DB00252,DB01171,3,DB00438$h
DB00252,DB01177,3,DB13595$h
DB00252,DB01175,3,DB09076$h
DB00252,DB00495,3,DB00711$h
DB01174,DB01098,3,DB03615$h
DB01174,DB04574,3,DB01436$h
DB01174,DB01097,3,DB09499$h
DB00252,DB01009,3,DB06414$h
DB00252,DB00458,3,DB00162$h
DB00252,DB01002,3,DB00884$h
